epoch,train_loss,train_acc,val_loss,val_acc
1,0.8869183160100529,0.6993509531021118,0.7498160532719113,0.7098445892333984
2,0.7503897550697631,0.7313030362129211,0.6842798519628653,0.7512953281402588
3,0.7036347892483175,0.7468796968460083,0.6522872312081293,0.7461140155792236
4,0.6869777018644188,0.7512730956077576,0.6439290404937428,0.7409326434135437
5,0.6677173495768787,0.757463812828064,0.65619760720841,0.7772020697593689
6,0.5612988653655535,0.7957064509391785,0.41074512906642774,0.8445596098899841
7,0.4533282349273912,0.8360459208488464,0.4109039831655631,0.8601036071777344
8,0.3814512129015644,0.8602097034454346,0.4522224633804875,0.8549222946166992
9,0.3236963715290821,0.8795806169509888,0.39127525332060503,0.8341968655586243
10,0.2911290005645452,0.8878682255744934,0.3610372660691256,0.8704662919044495
11,0.24850035329580425,0.9108337759971619,0.39596233960878047,0.8601036071777344
12,0.2250026980862282,0.9159260988235474,0.37539842987307614,0.8756476640701294
13,0.18846332217179354,0.932101845741272,0.440139517033656,0.8704662919044495
14,0.17227845037513176,0.9362955689430237,0.39174986379751886,0.8911917209625244
15,0.1189644017221924,0.9553669691085815,0.4361208071980452,0.8860103487968445
16,0.09564748892873987,0.9656515121459961,0.42052650606076336,0.8911917209625244
17,0.08291869379107618,0.9708437323570251,0.3469106209092807,0.9119170904159546
18,0.07691030468544363,0.9730404615402222,0.4059840644579477,0.8963730335235596
19,0.07100994172717592,0.9764353632926941,0.5737472964074327,0.8652849793434143
20,0.06400645026342903,0.9781327843666077,0.41532156944583737,0.8756476640701294
21,0.06165527220344877,0.9784323573112488,0.39364481956693176,0.8963730335235596
22,0.04647647620690684,0.9845232367515564,0.46269873309629567,0.8860103487968445
23,0.041811804548491774,0.9867199063301086,0.4189235506666139,0.8808290362358093
24,0.03218571210928221,0.9897153973579407,0.38893794205638105,0.9170984625816345
25,0.02939186592837884,0.989216148853302,0.4183097360896941,0.9015544056892395
26,0.02821161939808564,0.9912132024765015,0.4520279572108867,0.8911917209625244
27,0.02470351063083305,0.9925112128257751,0.44564029142028927,0.8963730335235596
