epoch,train_loss,train_acc,val_loss,val_acc
1,1.1092402601682478,0.6666999459266663,0.9195959283897914,0.6787564754486084
2,1.0309815052682854,0.6719920039176941,0.8734242187262816,0.6839378476142883
3,1.0150091722734083,0.6725910902023315,0.8483871005359709,0.6839378476142883
4,1.0147328156146536,0.6691961884498596,0.8423345484264156,0.6994818449020386
5,1.0070974435856268,0.6696954369544983,0.818596644722736,0.6943005323410034
6,0.8427408278970437,0.7002496123313904,0.6609236094618091,0.7512953281402588
7,0.709494232780268,0.743984043598175,0.5877845762924827,0.772020697593689
8,0.6579489391146454,0.7630554437637329,0.4893591521317477,0.803108811378479
9,0.618113226960197,0.7758362293243408,0.4727139195012305,0.8341968655586243
10,0.5747570156634478,0.7903145551681519,0.4577620566817763,0.8445596098899841
11,0.5455213615076576,0.8015975952148438,0.4506341685285222,0.818652868270874
12,0.5137393302817495,0.8127808570861816,0.435303273441878,0.8445596098899841
13,0.49954740618147736,0.8189715147018433,0.40531189870957884,0.8238341808319092
14,0.4730183780996786,0.8258612155914307,0.4195333564837362,0.8238341808319092
15,0.4525865359331332,0.8318521976470947,0.41980008881326786,0.8341968655586243
16,0.4467023594404422,0.8331502676010132,0.4459045365684391,0.8341968655586243
17,0.4248251261588519,0.8419370651245117,0.39248216343281184,0.8549222946166992
18,0.40223654522279234,0.8525212407112122,0.3767192796104313,0.8704662919044495
19,0.3970714323144523,0.8516225814819336,0.41988490406095674,0.8601036071777344
20,0.3754397983201075,0.860109806060791,0.40303746715110816,0.8497409224510193
21,0.36395164285667886,0.8613080382347107,0.41593458738969397,0.818652868270874
22,0.350584098846985,0.8709934949874878,0.4428781255539217,0.8497409224510193
23,0.3236007788362232,0.8773839473724365,0.38967197299621265,0.8393782377243042
24,0.3066617841162327,0.8814777731895447,0.3683168455726742,0.8652849793434143
25,0.2850326685341846,0.8965551853179932,0.4138383309458204,0.8652849793434143
26,0.27341432962724704,0.8984523415565491,0.41149507092379534,0.8601036071777344
27,0.2719108940539691,0.9007488489151001,0.37682938211901507,0.8808290362358093
28,0.26002947601656645,0.8992511034011841,0.3765177533725383,0.8601036071777344
29,0.2390808764199763,0.9092361330986023,0.3740795406035191,0.8704662919044495
30,0.2244802488708758,0.9139291048049927,0.3604084465247362,0.8652849793434143
