epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.415814416998611,0.7918369770050049,0.6669831275939941,0.2969245481491089,0.8888380527496338,0.8038167357444763
2,0.2628227468054388,0.9172976016998291,0.8505491018295288,0.2466251140832901,0.9190778732299805,0.8522881269454956
3,0.22715101701852994,0.9289678931236267,0.869878888130188,0.24060463428497314,0.9051422476768494,0.8290395140647888
4,0.2011759485776551,0.9352328181266785,0.880519688129425,0.2221742808818817,0.9119924306869507,0.8403526544570923
5,0.17870393078329017,0.941428542137146,0.8911688327789307,0.20748937904834747,0.9113097190856934,0.8393502235412598
6,0.16482258922403928,0.9434217214584351,0.894629955291748,0.2014080184698105,0.9097517728805542,0.8368996977806091
7,0.15349690489752438,0.9458271265029907,0.8988125920295715,0.1785591346025467,0.9274560213088989,0.8662990927696228
8,0.14468821937199638,0.947827935218811,0.9023157358169556,0.18249287188053132,0.9193726778030396,0.852792501449585
9,0.13761157893454376,0.9492505788803101,0.9048153162002563,0.1828858435153961,0.9172013401985168,0.849000096321106
10,0.13375158622895375,0.9486368894577026,0.90374356508255,0.19037913918495178,0.9095605611801147,0.8363392353057861
11,0.12847159696640928,0.9497255086898804,0.9056563973426819,0.16703764081001282,0.9247258901596069,0.8616914749145508
12,0.11966243190956558,0.953926682472229,0.9130932092666626,0.18264445841312407,0.9128764867782593,0.8419422507286072
13,0.12130462065189732,0.9493467807769775,0.9049853086471558,0.14944583356380461,0.9333665370941162,0.8765779137611389
14,0.11230473029631877,0.9542253017425537,0.9136268496513367,0.1433292868733406,0.934526264667511,0.8786417245864868
15,0.11516654293814713,0.9498469829559326,0.9058733582496643,0.16124255001544952,0.918921709060669,0.8521742820739746
16,0.10899886897920918,0.952758252620697,0.911020040512085,0.15762289226055146,0.9225447773933411,0.8581353425979614
17,0.104848355646536,0.9540712833404541,0.9133521318435669,0.14701793134212493,0.9289091229438782,0.8688864707946777
18,0.1011404107592615,0.9552620649337769,0.9154752492904663,0.1497086077928543,0.9255958795547485,0.863349199295044
19,0.0971289801317265,0.9570508599281311,0.9186766147613525,0.13745403081178664,0.9323102235794067,0.874771237373352
20,0.09349349576551913,0.9586358070373535,0.9215251207351685,0.1513660192489624,0.9241217970848083,0.8606740236282349
21,0.09178948331173328,0.9586019515991211,0.9214615821838379,0.14269728362560272,0.929871678352356,0.8704538345336914
22,0.0898691235467757,0.9586759805679321,0.921595573425293,0.1587654995918274,0.9131213426589966,0.8428785800933838
23,0.0875930149587835,0.9595502018928528,0.9231721758842468,0.144724240899086,0.9268754720687866,0.865424633026123
24,0.08549975365997739,0.959884524345398,0.9237791299819946,0.16006067335605623,0.9154150485992432,0.8461560010910034
25,0.08309008890537455,0.9609394073486328,0.9256796836853027,0.13751200437545777,0.9287872910499573,0.8687623143196106
26,0.07920262256584079,0.9634373188018799,0.9302197694778442,0.14990775048732757,0.9220016002655029,0.857178807258606
27,0.07801836569353353,0.9636878967285156,0.9306737184524536,0.15974339812994004,0.9140371084213257,0.8440448045730591
28,0.07590587164290427,0.9651148915290833,0.9332786798477173,0.15154380828142167,0.9202170372009277,0.8542913198471069
29,0.0735784198057679,0.9664316177368164,0.9356913566589355,0.14853615343570709,0.9213812351226807,0.8562576174736023
30,0.07269640212035583,0.966660737991333,0.9361125230789185,0.1529536083340645,0.919363260269165,0.8528748750686646
31,0.07126018695918156,0.9674322605133057,0.9375304579734802,0.13821040570735932,0.926729679107666,0.8652430772781372
32,0.07086183404178002,0.9672378301620483,0.9371746778488159,0.14658805161714553,0.9212368130683899,0.8560637831687927
33,0.0692019183289205,0.9682433605194092,0.9390256404876709,0.1605740123987198,0.9147489666938782,0.845123291015625
34,0.06831631295342765,0.9684005975723267,0.9393142461776733,0.1536382657289505,0.9180545806884766,0.8506491184234619
