epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.4687558294675308,0.7372857928276062,0.5933853983879089,0.33042622208595274,0.8996872901916504,0.8208314180374146
2,0.30109842669623765,0.918940544128418,0.8532462120056152,0.27663020372390745,0.918458878993988,0.851311445236206
3,0.239527070428099,0.9323912858963013,0.8757416009902954,0.24059579730033875,0.9181838035583496,0.8507708311080933
4,0.20566355690371557,0.9379956722259521,0.885292649269104,0.21833228349685668,0.9156553745269775,0.8470272421836853
5,0.1883464215715389,0.9386430978775024,0.8864130973815918,0.19271695494651794,0.934857964515686,0.8791869878768921
6,0.176038502520934,0.9402269124984741,0.889141321182251,0.20887444734573365,0.9225345849990845,0.8580098152160645
7,0.16411650571440767,0.9439729452133179,0.8956297636032104,0.18374213993549346,0.9299876689910889,0.8707844018936157
8,0.15541869872978492,0.9452853202819824,0.8979050517082214,0.18455767631530762,0.9299028515815735,0.8705625534057617
9,0.14896419275560652,0.9468835592269897,0.9006890058517456,0.18361857712268828,0.926185667514801,0.8642013072967529
10,0.14273457356664707,0.9477825164794922,0.9022694826126099,0.1857255518436432,0.920730471611023,0.8551692962646484
11,0.1357870227273097,0.9508090019226074,0.9075949192047119,0.18144304990768434,0.9259561896324158,0.863923192024231
12,0.1305590324913803,0.951433539390564,0.9086900949478149,0.16455665230751038,0.9333752393722534,0.8765769004821777
13,0.12547887094841614,0.9525809288024902,0.9107198715209961,0.168651043176651,0.9300890564918518,0.8708734512329102
14,0.12187800341003568,0.9523708820343018,0.9103522300720215,0.16182096540927887,0.9309847354888916,0.8724948167800903
15,0.11937524217454488,0.9522539973258972,0.9101346135139465,0.1785829782485962,0.9166857004165649,0.8484097719192505
16,0.11286773607307153,0.9554107189178467,0.9157504439353943,0.19181970715522767,0.9145632982254028,0.8446933627128601
17,0.10740464287555117,0.9586892127990723,0.9216253757476807,0.15873670637607573,0.9295804500579834,0.8700282573699951
18,0.10399039449283685,0.9601436257362366,0.9242501258850098,0.16687846779823304,0.9262303113937378,0.8642698526382446
19,0.10221064264211824,0.960595965385437,0.9250634908676147,0.1728463226556778,0.9220919609069824,0.8572308421134949
20,0.10002959571899409,0.9613730907440186,0.9264712333679199,0.1915487080812454,0.9152458906173706,0.8456769585609436
21,0.10367279831799711,0.9580056667327881,0.9203956127166748,0.15566588342189788,0.9307166337966919,0.8719934225082397
22,0.09701915637933942,0.9618465304374695,0.9273310899734497,0.15507264852523803,0.9319185018539429,0.8740983009338379
23,0.09416856392701038,0.9632551670074463,0.9298904538154602,0.1615697306394577,0.9259539842605591,0.8638753890991211
24,0.09260981242153032,0.9636163711547852,0.9305479526519775,0.1596672624349594,0.9272688031196594,0.8660241365432739
25,0.09152135304078379,0.9635730385780334,0.9304685592651367,0.14565641194581985,0.9359663128852844,0.8810628056526184
26,0.08883690635861115,0.9647839069366455,0.9326784610748291,0.15344057321548463,0.9293175935745239,0.8695648312568665
27,0.08757929037466541,0.9649537205696106,0.9329884052276611,0.15894333720207215,0.928613543510437,0.8682835698127747
28,0.08877827765372687,0.9634730219841003,0.9302884340286255,0.1558331674337387,0.9272271394729614,0.8660023212432861
29,0.08622722841265024,0.9648275971412659,0.9327597618103027,0.16167693555355073,0.9242347478866577,0.8609439134597778
30,0.08249660518161131,0.96697598695755,0.9366940259933472,0.1523510193824768,0.9309007525444031,0.8723877668380737
31,0.08186897209220054,0.9665615558624268,0.9359350204467773,0.1660536566376686,0.9243632555007935,0.8612907528877258
32,0.08060939098746389,0.9670802354812622,0.9368869066238403,0.1637684515118599,0.9233574867248535,0.8597877025604248
33,0.08309247301648742,0.9647377729415894,0.9325929880142212,0.1488797879219055,0.9282330870628357,0.8678288459777832
34,0.08031482272476256,0.966343104839325,0.935531735420227,0.16359878361225128,0.9239085912704468,0.8602870106697083
35,0.07780681933084634,0.9674216508865356,0.9375138282775879,0.16185994505882262,0.9240010976791382,0.8605755567550659
36,0.07654993315913076,0.9678232669830322,0.9382528066635132,0.1634182345867157,0.9238013029098511,0.8602645397186279
37,0.07358863326500449,0.9694872498512268,0.9413235187530518,0.15445206224918365,0.9277147054672241,0.8668950796127319
38,0.07219876097651656,0.9704535007476807,0.943112313747406,0.1571134501695633,0.9261327981948853,0.8641916513442993
39,0.07122585891746702,0.9709546566009521,0.9440417289733887,0.16017524242401124,0.9255638718605042,0.8631990551948547
40,0.07133169846182708,0.9706195592880249,0.9434207677841187,0.15832309871912004,0.9259364604949951,0.8638654947280884
41,0.06941679404415162,0.9716004729270935,0.9452416896820068,0.16267492830753327,0.924651026725769,0.8616852760314941
42,0.06901849999323016,0.9718821048736572,0.9457656741142273,0.16879651308059693,0.9212861657142639,0.8559600114822388
43,0.06868503158287351,0.971627950668335,0.9452919960021973,0.1509924840927124,0.928493857383728,0.8681854009628296
44,0.06831396174665222,0.9716742038726807,0.9453790187835693,0.15495093405246735,0.929855465888977,0.8704743385314941
45,0.06827129284602086,0.9717334508895874,0.9454882144927979,0.14066676259040833,0.9358542561531067,0.8808215856552124
