epoch,train_loss,train_acc,val_loss,val_acc
1,0.5249974984141867,0.6675986051559448,0.46951128843534795,0.6373056769371033
2,0.45634758449826784,0.6710933446884155,0.43836061108297636,0.6528497338294983
3,0.4417799158627191,0.674588143825531,0.42790310988154434,0.6632124185562134
4,0.43408433820269315,0.6800798773765564,0.4213038939268478,0.6994818449020386
5,0.42885052152889347,0.6916624903678894,0.4155351318843624,0.6943005323410034
6,0.36272188145936995,0.7588617205619812,0.2867921848680071,0.7979274392127991
7,0.30706668183378616,0.7996006011962891,0.28433116552434434,0.8134714961051941
8,0.2761641809747508,0.8241637349128723,0.24104949955495528,0.8652849793434143
9,0.25382711510627315,0.8394408226013184,0.22772096753738086,0.8704662919044495
10,0.2381275121503869,0.8573140501976013,0.25328827197687614,0.8341968655586243
11,0.2131133380349255,0.8704942464828491,0.23950236881335166,0.8497409224510193
12,0.19308288562717404,0.8856714963912964,0.2008067825760866,0.8808290362358093
13,0.179262025152155,0.8938592076301575,0.23822499525979393,0.8549222946166992
14,0.16220077516262793,0.9050424098968506,0.2651355595477504,0.8393782377243042
15,0.15066727431220409,0.9137294292449951,0.2059726166910458,0.8601036071777344
16,0.13960903224889123,0.9191213250160217,0.23147581633508515,0.8497409224510193
17,0.12039698165205795,0.9355965852737427,0.2274249077924175,0.8601036071777344
18,0.10911647080593982,0.940688967704773,0.23986092889247163,0.8704662919044495
19,0.0998027930617392,0.9467798471450806,0.190373379949461,0.8704662919044495
20,0.08718999696786679,0.9543684720993042,0.2056831356157293,0.8756476640701294
21,0.0754878610402301,0.9615576863288879,0.2252749565197396,0.8704662919044495
22,0.07161380414605974,0.9637543559074402,0.20411261005105133,0.8704662919044495
23,0.06558334247892164,0.9664503335952759,0.24434944740231174,0.8445596098899841
24,0.05878605756627817,0.9714428186416626,0.22034747705558422,0.8704662919044495
25,0.05920979758781296,0.9710434079170227,0.21081660942710126,0.8756476640701294
26,0.05281898722729562,0.9747378826141357,0.21133380665062623,0.8808290362358093
27,0.05026592623797644,0.97833251953125,0.19796433257315443,0.8808290362358093
28,0.04836730514832038,0.9785321950912476,0.20954533778324028,0.8756476640701294
29,0.048112255476575105,0.9779331088066101,0.2073882506301366,0.8756476640701294
