epoch,train_loss,train_acc,val_loss,val_acc
1,1.1312332410629982,0.5966530054644809,0.9699943970269663,0.670299727520436
2,0.9266809948155137,0.6738387978142076,0.8328014548857791,0.7275204359673024
3,0.8557386613283001,0.7011612021857924,0.7958129546947635,0.7329700272479565
4,0.822853087401781,0.7062841530054644,0.7522790788467314,0.7384196185286104
5,0.8072997442360133,0.7042349726775956,0.7413819974709597,0.7547683923705722
6,0.6574388773389201,0.7459016393442623,0.5638094178987134,0.7956403269754768
7,0.5619692124955641,0.7855191256830601,0.5264969293525499,0.8010899182561307
8,0.5270829661622074,0.7954234972677595,0.5120957529512348,0.8201634877384196
9,0.48141717666485273,0.8118169398907104,0.5132150269171847,0.8365122615803815
10,0.44606828298725065,0.83025956284153,0.5130493634403239,0.8147138964577657
11,0.42043653716806506,0.8384562841530054,0.4638264214960041,0.8256130790190735
12,0.4006254835858371,0.8473360655737705,0.48909726885099175,0.8310626702997275
13,0.37501260182245183,0.8541666666666666,0.5073194460745404,0.8119891008174387
14,0.3636528781202973,0.858948087431694,0.561872981712019,0.7983651226158038
15,0.3325586453324459,0.8685109289617486,0.5442416487662604,0.8092643051771117
16,0.32133229101290467,0.8770491803278688,0.5244032991517142,0.8365122615803815
17,0.3217276217507534,0.8736338797814208,0.5229220904348981,0.8256130790190735
18,0.2930481718863294,0.889344262295082,0.5347608458606034,0.8119891008174387
19,0.27840729595207775,0.8944672131147541,0.4875774842354517,0.8174386920980926
20,0.25251420839725297,0.9064207650273224,0.5445731915635049,0.8065395095367848
