epoch,train_loss,train_acc,val_loss,val_acc
1,1.1147986500641036,0.6086065573770492,0.9519496134581293,0.6866485013623979
2,0.9173446196675952,0.674863387978142,0.8453884433335764,0.7220708446866485
3,0.8521318513838971,0.692964480874317,0.7902459917990973,0.7493188010899182
4,0.8264967151026908,0.6994535519125683,0.7766564698732517,0.7547683923705722
5,0.7896141878894118,0.7161885245901639,0.7527365225699681,0.7356948228882834
6,0.6644967260256491,0.7418032786885246,0.5488043569576513,0.7929155313351499
7,0.5573795147932292,0.7899590163934426,0.5409971201939544,0.7956403269754768
8,0.5190999932953568,0.8039617486338798,0.5114372310911277,0.8147138964577657
9,0.4719262345403921,0.8213797814207651,0.4855495218278926,0.8310626702997275
10,0.44423436809107253,0.8306010928961749,0.4933054807319303,0.8283378746594006
11,0.42864963509997384,0.8435792349726776,0.4962903532816214,0.8365122615803815
12,0.41115531113629783,0.8493852459016393,0.4970976493095507,0.8228882833787466
13,0.3765307982436946,0.8582650273224044,0.504221690285758,0.8174386920980926
14,0.3833791160844063,0.8599726775956285,0.4905005827424312,0.8174386920980926
15,0.3305398692361644,0.8784153005464481,0.5247392906155184,0.8038147138964578
16,0.32352921570259363,0.8763661202185792,0.5563505861593527,0.8065395095367848
17,0.3265750239618489,0.8753415300546448,0.49328593158591993,0.8119891008174387
18,0.28710073916638484,0.8883196721311475,0.5050585913073464,0.8501362397820164
19,0.2779051220970727,0.8944672131147541,0.6087757314908082,0.8201634877384196
20,0.25480962776746907,0.9060792349726776,0.5853373793230394,0.7874659400544959
21,0.2392047282125129,0.8989071038251366,0.6126881767196292,0.8256130790190735
22,0.22470530379013937,0.9146174863387978,0.6189434487748211,0.8010899182561307
23,0.21461570165196403,0.9153005464480874,0.6185350536650468,0.8228882833787466
24,0.20832643271143972,0.9258879781420765,0.7306553289822076,0.7956403269754768
25,0.2054959213961669,0.9173497267759563,0.6923866179398684,0.8147138964577657
26,0.1841342287962554,0.9364754098360656,0.6220479851197807,0.8201634877384196
27,0.16732163440252915,0.9392076502732241,0.6869963934944501,0.8174386920980926
28,0.15940479183050452,0.9398907103825137,0.7099948263947905,0.784741144414169
29,0.1579370687160987,0.9456967213114754,0.8263438149109199,0.8174386920980926
30,0.1340930896093611,0.9504781420765027,0.7148957713748194,0.8010899182561307
