epoch,train_loss,train_acc,val_loss,val_acc
1,0.5258938484232365,0.6670993566513062,0.46784726263945586,0.6373056769371033
2,0.45571940265413646,0.6705940961837769,0.4396668193871493,0.6528497338294983
3,0.4402573517305638,0.6757863163948059,0.4301781354790524,0.6632124185562134
4,0.4336213940301658,0.6825761198997498,0.4209138009832313,0.6839378476142883
5,0.4289374994684087,0.6908637285232544,0.4148679341676939,0.7150259017944336
6,0.359389430543392,0.7576634883880615,0.31822420340127894,0.7616580128669739
7,0.30483201394304893,0.8041937351226807,0.26974828780623916,0.8238341808319092
8,0.2742578328250946,0.8251622319221497,0.23201708402967205,0.8393782377243042
9,0.24940357461787438,0.8447328805923462,0.2287029664133497,0.8652849793434143
10,0.2327236263396677,0.8582127094268799,0.21756281537713165,0.8445596098899841
11,0.21130178494865276,0.8709934949874878,0.2095800698421162,0.8549222946166992
12,0.19449528212762748,0.8849725127220154,0.2048731016989199,0.8860103487968445
13,0.18433702676461686,0.8930603861808777,0.23673151286772495,0.8497409224510193
14,0.16321394460027477,0.9030454158782959,0.217090707986466,0.8652849793434143
15,0.14925344037789437,0.9147279262542725,0.2237598198065486,0.8601036071777344
16,0.13519964287623845,0.9246130585670471,0.24928826371622828,0.8497409224510193
17,0.12143272324407095,0.9341986775398254,0.23113188595351777,0.8549222946166992
18,0.10536100060283335,0.9438841938972473,0.2278856125520301,0.8549222946166992
19,0.09640663031096228,0.9487768411636353,0.22483689735590484,0.8704662919044495
20,0.09146257730138582,0.9518721699714661,0.26206774044530995,0.8393782377243042
21,0.08014858836904205,0.9591612815856934,0.23390785091281555,0.8601036071777344
22,0.07080462956191955,0.9640539288520813,0.24350036734744057,0.8601036071777344
