epoch,train_loss,train_acc,val_loss,val_acc
1,0.9342467499029261,0.6878681977034449,0.7861231417235933,0.7253886010362695
1,0.9367296489190888,0.6869695456814778,0.7761409319744209,0.7461139896373057
2,0.8105116803290185,0.7150274588117823,0.7300602228530331,0.7202072538860104
3,0.7681772228127649,0.7257114328507239,0.7052759698017891,0.772020725388601
2,0.8014465287989875,0.7164253619570644,0.7335964620422205,0.7305699481865285
4,0.757866136193335,0.7303045431852222,0.661742506249581,0.7875647668393783
5,0.7582635556467164,0.727209186220669,0.6679265338522165,0.7772020725388601
3,0.7779819239572591,0.7223165252121817,0.6994830209356515,0.7564766839378239
4,0.7549873989579443,0.7288067898152771,0.6846930196248188,0.7512953367875648
6,0.6301726210730348,0.7712431352970545,0.4679672690253184,0.8290155440414507
5,0.7629177333531354,0.7221168247628558,0.6820901199943661,0.7564766839378239
7,0.5101434643841123,0.8111832251622566,0.41196562797603214,0.8393782383419689
6,0.6291203466225909,0.7690464303544683,0.47335536067658757,0.8549222797927462
8,0.44071950198291127,0.837144283574638,0.41844805967004806,0.8393782383419689
7,0.5106214604911005,0.8173739390913629,0.41965123300725315,0.8549222797927462
9,0.39857222471484766,0.8591113330004992,0.4188790083549183,0.8549222797927462
8,0.45168311431059166,0.8344483275087369,0.4704767477944725,0.8238341968911918
10,0.35916655484105253,0.8687968047928107,0.409635217773482,0.8756476683937824
9,0.40036404500052863,0.8528207688467299,0.3924694932669092,0.8549222797927462
11,0.3131101330294945,0.8860708936595107,0.5196270306493335,0.7979274611398963
10,0.364593222470981,0.8648027958062906,0.3664929113239822,0.8704663212435233
12,0.2922811096748946,0.8938592111832252,0.4343196939619094,0.8497409326424871
11,0.31690503894628075,0.8836744882675986,0.38195354919977137,0.8652849740932642
13,0.2652270240124261,0.9012481278082876,0.3998425263197311,0.8497409326424871
12,0.28719902381680334,0.890664003994009,0.4486098792886487,0.8341968911917098
14,0.24647018921208633,0.910933599600599,0.5558594449814119,0.8704663212435233
13,0.26595734442643265,0.9021467798302546,0.4369914774038621,0.8497409326424871
15,0.2270191409173633,0.9184223664503245,0.37240656916959297,0.8860103626943006
14,0.2464402215649233,0.909335996005991,0.33070052173857245,0.8756476683937824
16,0.2030926744787918,0.9257114328507239,0.421603745129442,0.844559585492228
15,0.2249680315353129,0.9163255117324014,0.40927492259697595,0.8911917098445595
17,0.18855656989502775,0.9303045431852222,0.4263106184056116,0.8393782383419689
16,0.20583049296975672,0.9226160758861708,0.3751711026992205,0.8704663212435233
18,0.1713808098511284,0.9363954068896655,0.336744966554827,0.8808290155440415
17,0.18903430812414204,0.9307039440838741,0.43012565281724685,0.844559585492228
19,0.15386889111204144,0.9431852221667498,0.5283978504220439,0.8549222797927462
18,0.17785734881833382,0.9328007988017973,0.5305328047665444,0.8393782383419689
20,0.14173558135435574,0.945082376435347,0.4707589622760684,0.8652849740932642
19,0.16219417172606385,0.9413879181228157,0.4978397473152437,0.844559585492228
21,0.13936303104615724,0.9484772840738892,0.4578016619994233,0.8497409326424871
22,0.12960727812049988,0.9531702446330504,0.5823462219435934,0.8497409326424871
20,0.1496926052178732,0.9442835746380429,0.5887078349454415,0.8393782383419689
23,0.10899256996464503,0.9607588617074388,0.6282858280320242,0.8186528497409327
21,0.14495042530644017,0.9483774338492261,0.43984577090870297,0.8652849740932642
24,0.11596257023297574,0.9579630554168747,0.3827874759318297,0.8704663212435233
25,0.10086369985827076,0.9638542186719921,0.5293593767625062,0.8393782383419689
