epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.4882437389634073,0.7502076029777527,0.6157164573669434,0.2924990200996399,0.8919885158538818,0.8078780174255371
2,0.2593231249885,0.8970644474029541,0.8181284666061401,0.19329663395881652,0.918298602104187,0.8510128259658813
3,0.19082398226078234,0.9160230159759521,0.848567008972168,0.1568276673555374,0.9332067370414734,0.8763900995254517
4,0.1581824410738353,0.9256114959716797,0.8643742799758911,0.1637096881866455,0.9213025569915771,0.8563281893730164
5,0.1319293168387049,0.9366686940193176,0.8830195665359497,0.183790123462677,0.9134442210197449,0.8431416153907776
6,0.1297916337365174,0.9329906702041626,0.8768109083175659,0.1568310397863388,0.9143788814544678,0.8446173071861267
7,0.11340958463084082,0.9415353536605835,0.8913867473602295,0.1630992677807808,0.9134899377822876,0.8433390259742737
8,0.10564951968013826,0.9444108009338379,0.8963631391525269,0.16758722484111785,0.9147578477859497,0.8452833890914917
9,0.10363491131143562,0.945313036441803,0.8979424834251404,0.13749940782785416,0.9313831329345703,0.8731119632720947
10,0.10245599214536186,0.9456654191017151,0.8985474109649658,0.21722060263156892,0.9123896360397339,0.8409954905509949
11,0.10511138599793912,0.9409715533256531,0.8904397487640381,0.16304828196763993,0.9259536266326904,0.8637506365776062
12,0.09626192178465168,0.9469068050384521,0.900730311870575,0.1641114830970764,0.9191001653671265,0.852641761302948
13,0.10741409698448093,0.9404094815254211,0.8894516229629517,0.16000765711069107,0.9192817211151123,0.8528354167938232
14,0.10133306633856265,0.9427135586738586,0.8934369087219238,0.13115260273218154,0.9296088814735413,0.8701400756835938
15,0.08566023477725829,0.9516644477844238,0.9090855717658997,0.1378304997086525,0.9318921566009521,0.8738807439804077
16,0.08514420395184225,0.9522759914398193,0.9101676940917969,0.13228430092334748,0.9371654987335205,0.8830791711807251
17,0.08472932764288087,0.9523992538452148,0.9103798270225525,0.11906477093696594,0.939617931842804,0.8873170018196106
18,0.07905349762120795,0.9548891186714172,0.9148075580596924,0.15436287581920624,0.9267130494117737,0.8650567531585693
19,0.07969607806311448,0.9551404714584351,0.9152610898017883,0.13394132226705552,0.9349827766418457,0.8793293237686157
20,0.07512425535352026,0.9574425220489502,0.9193792939186096,0.14832066923379897,0.928716778755188,0.8685468435287476
21,0.07454626865931999,0.9574131369590759,0.919327437877655,0.14998579770326614,0.9268928170204163,0.8655117750167847
22,0.07314029062538764,0.9580750465393066,0.920516312122345,0.1503898599743843,0.9288589954376221,0.8688486814498901
23,0.07408787017155355,0.956993818283081,0.9185763001441956,0.14778267949819565,0.927659809589386,0.8667668104171753
24,0.07112009073094211,0.9591554403305054,0.9224560856819153,0.15722668588161468,0.9274283647537231,0.8662979602813721
25,0.07155047899360553,0.958774209022522,0.9217753410339355,0.14528051435947417,0.9300669431686401,0.8709334135055542
26,0.06966925519838091,0.9595723152160645,0.9232126474380493,0.15151294201612472,0.9283661842346191,0.8680070638656616
27,0.06723781660164699,0.9604719281196594,0.9248378276824951,0.1543225133419037,0.9275573492050171,0.8666316270828247
28,0.06522567273794731,0.9619613289833069,0.9275330305099487,0.1724770313501358,0.9216452836990356,0.8565206527709961
29,0.06416001031857411,0.9622926712036133,0.9281390309333801,0.1449125000834465,0.9310126304626465,0.8724658489227295
30,0.06219560477764862,0.9635614156723022,0.9304437637329102,0.14380826592445373,0.9320826530456543,0.8743144273757935
31,0.061284314022444726,0.964057207107544,0.9313478469848633,0.15748618125915528,0.9292212724685669,0.8693891763687134
32,0.06151211076777259,0.9639992713928223,0.9312394857406616,0.14997294664382935,0.9317238330841064,0.8736792802810669
33,0.05922721841630333,0.9650508165359497,0.9331649541854858,0.16299249112606048,0.9266382455825806,0.865009069442749
34,0.058950554254933694,0.9654244184494019,0.9338438510894775,0.1463504508137703,0.9319158792495728,0.874030590057373
35,0.05841955303019897,0.9655710458755493,0.9341129064559937,0.16920297473669052,0.9270135164260864,0.8656753301620483
36,0.057507024298126916,0.9660394787788391,0.9349738955497742,0.1570977509021759,0.9310396909713745,0.8725135922431946
37,0.05715840032400309,0.9664688110351562,0.9357603788375854,0.16681693464517594,0.9275175333023071,0.8664824366569519
